"Collar","Sample ID","Geol_From","Geol_To","Thickness","Chk","Comments","Lab","Dispatch_ID","Lab_Certificate","Dispatch_Date","Drill_Sample_Type","Sample_Mass","Sampler","Samp_Date","Ag_ppm_Ag-AA61","Ag_ppm_ME-MS61","Al_%_ME-MS61","As_ppm_ME-MS61","Au_ppm_Au-AA24","Ba_ppm_ME-MS61","Be_ppm_ME-MS61","Bi_ppm_ME-MS61","Ca_%_ME-MS61","Cd_ppm_ME-MS61","Ce_ppm_ME-MS61","Co_ppm_ME-MS61","Cr_ppm_ME-MS61","Cs_ppm_ME-MS61","Cu_ppm_ME-MS61","Fe_%_ME-MS61","Ga_ppm_ME-MS61","Ge_ppm_ME-MS61","Hf_ppm_ME-MS61","In_ppm_ME-MS61","K_%_ME-MS61","La_ppm_ME-MS61","Li_ppm_ME-MS61","Mg_%_ME-MS61","Mn_ppm_ME-MS61","Mo_ppm_ME-MS61","Na_%_ME-MS61","Nb_ppm_ME-MS61","Ni_ppm_ME-MS61","P_ppm_ME-MS61","Pb_ppm_ME-MS61","Rb_ppm_ME-MS61","Re_ppm_ME-MS61","RecvdWt_kg_WEI-21","S_%_ME-MS61","Sb_ppm_ME-MS61","Sc_ppm_ME-MS61","Se_ppm_ME-MS61","Sn_ppm_ME-MS61","Sr_ppm_ME-MS61","Ta_ppm_ME-MS61","Te_ppm_ME-MS61","Th_ppm_ME-MS61","Ti_%_ME-MS61","Tl_ppm_ME-MS61","U_ppm_ME-MS61","V_ppm_ME-MS61","W_ppm_ME-MS61","Y_ppm_ME-MS61","Zn_ppm_ME-MS61","Zr_ppm_ME-MS61"
"EVE-20-01","779254","62.2","63.7","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.995","Aristeo.Nuñez","09/03/2020","1.8","No data","No data","No data","0.059","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","3.99","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779255","63.7","65.2","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.26","Aristeo.Nuñez","09/03/2020","1.1","No data","No data","No data","0.026","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","3.26","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779256","65.2","66.7","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.75","Aristeo.Nuñez","09/03/2020","1.0","No data","No data","No data","0.046","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.73","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779257","66.7","68.2","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.08","Aristeo.Nuñez","09/03/2020","1.4","No data","No data","No data","0.131","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","4.09","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779259","68.2","69.7","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.025","Aristeo.Nuñez","09/03/2020","0.8","No data","No data","No data","0.030","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.02","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779260","69.7","71.2","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.42","Aristeo.Nuñez","10/03/2020","0.8","No data","No data","No data","0.031","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.42","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779261","71.2","72.7","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.49","Aristeo.Nuñez","10/03/2020","1.2","No data","No data","No data","0.010","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","4.49","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779262","72.7","74.2","1.5","0","","ALS","EVE2001_Batch_002","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.68","Aristeo.Nuñez","10/03/2020","0.7","No data","No data","No data","0.056","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","4.67","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779264","74.2","75.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.68","Aristeo.Nuñez","10/03/2020","1.5","No data","No data","No data","0.082","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","4.67","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779265","75.7","77.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.88","Aristeo.Nuñez","10/03/2020","1.0","No data","No data","No data","0.013","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","3.88","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779266","77.2","78.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.015","Aristeo.Nuñez","10/03/2020","0.8","No data","No data","No data","0.027","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.01","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779267","78.7","80.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.51","Aristeo.Nuñez","10/03/2020","1.1","No data","No data","No data","0.073","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","4.50","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779268","80.2","81.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.275","Aristeo.Nuñez","10/03/2020","1.3","No data","No data","No data","0.110","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","4.27","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779269","81.7","83.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.685","Aristeo.Nuñez","10/03/2020","2.3","No data","No data","No data","0.044","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","3.68","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779270","83.2","84.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.6","Aristeo.Nuñez","10/03/2020","4.6","No data","No data","No data","0.122","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.60","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779271","84.7","86.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","3.78","Aristeo.Nuñez","10/03/2020","1.8","No data","No data","No data","0.080","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","3.79","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779272","86.2","87.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","6.75","Aristeo.Nuñez","10/03/2020","1.2","No data","No data","No data","0.062","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","6.75","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779273","87.7","89.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.26","Aristeo.Nuñez","10/03/2020","0.6","No data","No data","No data","0.061","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","4.27","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779274","89.2","90.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.09","Aristeo.Nuñez","10/03/2020","1.3","No data","No data","No data","0.047","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.09","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779276","90.7","92.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.2","Aristeo.Nuñez","10/03/2020","1.2","No data","No data","No data","0.018","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.22","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779277","92.2","93.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.31","Aristeo.Nuñez","10/03/2020","0.25","No data","No data","No data","0.006","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.32","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779278","93.7","95.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.545","Aristeo.Nuñez","10/03/2020","1.2","No data","No data","No data","0.042","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.55","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779279","95.2","96.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.41","Aristeo.Nuñez","10/03/2020","0.25","No data","No data","No data","0.024","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.40","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779280","96.7","98.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.585","Aristeo.Nuñez","10/03/2020","1.4","No data","No data","No data","0.084","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.57","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779281","98.2","99.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.25","Aristeo.Nuñez","10/03/2020","0.6","No data","No data","No data","0.055","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.25","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779282","99.7","101.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.04","Aristeo.Nuñez","10/03/2020","0.6","No data","No data","No data","0.066","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.04","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779283","101.2","102.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.055","Aristeo.Nuñez","10/03/2020","1.2","No data","No data","No data","0.083","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.06","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779285","102.7","104.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.85","Aristeo.Nuñez","10/03/2020","23.1","No data","No data","No data","0.113","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.85","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779286","104.2","105.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.15","Aristeo.Nuñez","10/03/2020","0.5","No data","No data","No data","0.023","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.16","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779287","105.7","107.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.605","Aristeo.Nuñez","10/03/2020","0.9","No data","No data","No data","0.062","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","4.61","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779288","107.2","108.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.59","Aristeo.Nuñez","10/03/2020","1.3","No data","No data","No data","0.057","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","4.60","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779289","108.7","110.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.205","Aristeo.Nuñez","10/03/2020","0.5","No data","No data","No data","0.043","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.22","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779290","110.2","111.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_QuarterSawn","2.88","Aristeo.Nuñez","10/03/2020","0.25","No data","No data","No data","0.013","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","2.87","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779292","111.7","113.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","6.02","Aristeo.Nuñez","10/03/2020","0.7","No data","No data","No data","0.067","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","6.01","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779293","113.2","114.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.085","Aristeo.Nuñez","10/03/2020","2.1","No data","No data","No data","0.053","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.08","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779294","114.7","116.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.145","Aristeo.Nuñez","10/03/2020","4.6","4.48","6.89","1.3","0.192","600","3.07","0.18","3.65","2.04","61.5","9.0","8","11.70","77.9","3.12","14.30","0.14","4.7","0.041","3.18","28.2","16.3","0.86","838","0.93","0.51","10.8","5.0","620","63.3","176.0","0.001","5.14","1.18","0.84","11.4","1","2.0","120.5","0.74","2.85","14.50","0.347","1.46","4.1","69","24.9","24.7","95","183.0"
"EVE-20-01","779295","116.2","117.7","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","0","Aristeo.Nuñez","10/03/2020","2.2","2.29","6.59","1.3","0.128","590","2.60","0.21","3.21","0.31","53.0","9.0","9","10.20","55.6","2.95","14.30","0.12","4.5","0.043","3.01","22.5","10.1","0.54","589","1.61","0.92","11.1","5.4","600","68.0","139.0","0.001","4.61","1.11","0.67","11.1","0.5","1.9","123.5","0.74","1.76","12.90","0.355","1.21","3.5","72","19.5","22.1","52","173.5"
"EVE-20-01","779296","117.7","119.2","1.5","0","","ALS","EVE2001_Batch_003","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","0","Aristeo.Nuñez","10/03/2020","2.5","2.05","7.58","1.6","0.108","670","3.09","0.25","3.39","0.31","63.2","9.0","9","12.45","61.9","3.51","15.65","0.16","4.7","0.048","3.54","27.7","14.8","0.92","749","0.77","0.57","11.2","4.5","670","50.8","176.0","0.001","4.27","1.06","0.96","11.9","1","2.0","116.5","0.78","1.53","14.20","0.394","1.44","3.9","77","19.9","24.4","75","190.5"
"EVE-20-01","779297","119.2","120.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.94","Aristeo.Nuñez","10/03/2020","5.4","6.78","6.58","1.3","0.073","770","12.85","8.78","3.30","1.34","53.4","8.7","11","9.04","73.0","3.16","15.20","0.13","4.4","0.039","3.71","23.6","36.1","0.75","1000","8.67","0.09","10.1","8.4","580","197.0","204","0.003","4.91","2.07","0.75","10.7","1","2.1","84.3","0.68","1.56","12.05","0.327","1.41","4.2","78","117.0","21.4","60","169.0"
"EVE-20-01","779300","120.7","122.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.945","Aristeo.Nuñez","10/03/2020","6.4","6.45","6.87","1.3","0.105","860","8.17","7.81","3.27","0.32","52.4","8.5","9","11.00","53.2","3.11","14.60","0.11","4.5","0.044","3.51","23.1","15.5","0.91","763","1.81","0.12","10.6","4.8","640","158.0","156.5","0.001","4.95","0.98","0.82","11.0","1","1.9","97.4","0.68","2.21","12.45","0.357","1.44","3.9","73","19.8","22.4","70","179.5"
"EVE-20-01","779301","122.2","123.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.025","Aristeo.Nuñez","10/03/2020","0.25","0.54","6.85","0.9","0.033","1000","2.86","0.59","3.43","0.21","61.5","10.2","9","14.00","9.8","3.30","16.35","0.13","5.1","0.045","3.56","27.9","15.4","1.04","887","0.38","0.56","11.7","5.0","640","17.7","210","0.003","5.04","0.90","0.98","11.9","0.5","2.0","116.0","0.80","0.61","15.10","0.378","1.89","4.3","79","14.6","24.2","66","186.5"
"EVE-20-01","779302","123.7","125.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.61","Aristeo.Nuñez","10/03/2020","0.25","No data","No data","No data","0.020","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.62","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779303","125.2","126.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.79","Aristeo.Nuñez","10/03/2020","3.0","No data","No data","No data","0.133","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","4.79","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779304","126.7","128.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.82","Aristeo.Nuñez","10/03/2020","2.7","No data","No data","No data","0.141","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","4.83","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779305","128.2","129.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.98","Aristeo.Nuñez","10/03/2020","0.25","No data","No data","No data","0.0025","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","6.01","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779306","129.7","131.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.93","Aristeo.Nuñez","10/03/2020","0.25","No data","No data","No data","0.010","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","4.94","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779307","131.2","132.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.62","Aristeo.Nuñez","10/03/2020","0.8","No data","No data","No data","0.190","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.62","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779309","132.7","134.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.27","Aristeo.Nuñez","10/03/2020","0.25","No data","No data","No data","0.125","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","4.27","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779310","134.2","135.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.175","Aristeo.Nuñez","10/03/2020","0.25","No data","No data","No data","0.024","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.17","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779311","135.7","137.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","4.925","Aristeo.Nuñez","10/03/2020","0.25","No data","No data","No data","0.0025","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","4.92","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779312","137.2","138.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_QuarterSawn","2.57","Aristeo.Nuñez","10/03/2020","0.25","No data","No data","No data","0.0025","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","2.57","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
